weapon_id,weapon_name,weapon_type,weapon_skill,weapon_bal_modifier,weapon_gdp_modifier,weapon_weight,weapon_price,weapon_length,weapon_min_strength,weapon_damage_type,weapon_tier,weapon_hit_points,weapon_description
MELEE-206,Cutelo,Facas,FACA,3,0,0.5,140,0.45,6,Corte,Boa,20,"Cutelo é uma faca de lâmina muito larga utilizada por açougueiros. Sempre se mostrou uma arma extremamente leve e ágil, e, em alguns casos, mortal."
MELEE-207,Cutelo,Facas,FACA,3,0,0.5,280,0.45,6,Corte,Superior,30,"Cutelo é uma faca de lâmina muito larga utilizada por açougueiros. Sempre se mostrou uma arma extremamente leve e ágil, e, em alguns casos, mortal."
MELEE-208,Cutelo,Facas,FACA,4,0,0.5,560,0.45,6,Corte,Excelente,40,"Cutelo é uma faca de lâmina muito larga utilizada por açougueiros. Sempre se mostrou uma arma extremamente leve e ágil, e, em alguns casos, mortal."
MELEE-209,Cutelo,Facas,FACA,5,0,0.5,1120,0.45,6,Corte,Obra-Prima,50,"Cutelo é uma faca de lâmina muito larga utilizada por açougueiros. Sempre se mostrou uma arma extremamente leve e ágil, e, em alguns casos, mortal."
MELEE-210,Khurki,Facas,FACA,2,2,0.35,200,0.28,6,"Corte, Perfuração",Comum,10,"A lâmina de alta qualidade permite o uso para qualquer tipo de ataque. O cabo de madeira ou marfim é leve, e a curvatura da lâmina de um só corte a torna rápida e precisa."
MELEE-211,Khurki,Facas,FACA,3,2,0.35,400,0.28,6,"Corte, Perfuração",Boa,20,"A lâmina de alta qualidade permite o uso para qualquer tipo de ataque. O cabo de madeira ou marfim é leve, e a curvatura da lâmina de um só corte a torna rápida e precisa."
MELEE-212,Khurki,Facas,FACA,3,3,0.35,800,0.28,6,"Corte, Perfuração",Superior,30,"A lâmina de alta qualidade permite o uso para qualquer tipo de ataque. O cabo de madeira ou marfim é leve, e a curvatura da lâmina de um só corte a torna rápida e precisa."
MELEE-213,Khurki,Facas,FACA,4,3,0.35,1600,0.28,6,"Corte, Perfuração",Excelente,40,"A lâmina de alta qualidade permite o uso para qualquer tipo de ataque. O cabo de madeira ou marfim é leve, e a curvatura da lâmina de um só corte a torna rápida e precisa."
MELEE-214,Khurki,Facas,FACA,4,4,0.35,3200,0.28,6,"Corte, Perfuração",Obra-Prima,50,"A lâmina de alta qualidade permite o uso para qualquer tipo de ataque. O cabo de madeira ou marfim é leve, e a curvatura da lâmina de um só corte a torna rápida e precisa."
MELEE-215,Lança de Mão,Lanças,LANÇA,0,1,0,0,1.5,8,Perfuração,Comum,10,"Acrescentando-se uma ponta metálica à lança de mão sem ponta, chegamos a esta. É uma ponta simples, não muito firme, que pode facilmete ser encontrada nas civilizações que atingiram a Idade do Bronze."
MELEE-216,Lança de Mão,Lanças,LANÇA,0,2,1.9,100,1.5,8,Perfuração,Boa,20,"Acrescentando-se uma ponta metálica à lança de mão sem ponta, chegamos a esta. É uma ponta simples, não muito firme, que pode facilmete ser encontrada nas civilizações que atingiram a Idade do Bronze."
MELEE-217,Lança de Mão,Lanças,LANÇA,0,2,1.8,200,1.5,8,Perfuração,Superior,30,"Acrescentando-se uma ponta metálica à lança de mão sem ponta, chegamos a esta. É uma ponta simples, não muito firme, que pode facilmete ser encontrada nas civilizações que atingiram a Idade do Bronze."
MELEE-218,Lança de Mão,Lanças,LANÇA,0,3,1.7,400,1.5,8,Perfuração,Excelente,40,"Acrescentando-se uma ponta metálica à lança de mão sem ponta, chegamos a esta. É uma ponta simples, não muito firme, que pode facilmete ser encontrada nas civilizações que atingiram a Idade do Bronze."
MELEE-219,Lança de Mão,Lanças,LANÇA,0,4,1.6,800,1.5,8,Perfuração,Obra-Prima,50,"Acrescentando-se uma ponta metálica à lança de mão sem ponta, chegamos a esta. É uma ponta simples, não muito firme, que pode facilmete ser encontrada nas civilizações que atingiram a Idade do Bronze."
MELEE-220,Lança de Arremesso,Lança,LANÇA,0,2,1.2,40,1.2,7,Perfuação,Comum,10,"Tem uma ponta esbelta e aerodinâmica para permitir um bom arremesso. Sua ponta não comporta combate fechado, mas o alcance permite ao atacante garantir a distância."
MELEE-221,Lança de Arremesso,Lança,LANÇA,0,3,1.1,80,1.2,7,Perfuação,Boa,20,"Tem uma ponta esbelta e aerodinâmica para permitir um bom arremesso. Sua ponta não comporta combate fechado, mas o alcance permite ao atacante garantir a distância."
MELEE-222,Lança de Arremesso,Lança,LANÇA,0,3,1,160,1.2,7,Perfuação,Superior,30,"Tem uma ponta esbelta e aerodinâmica para permitir um bom arremesso. Sua ponta não comporta combate fechado, mas o alcance permite ao atacante garantir a distância."
MELEE-223,Lança de Arremesso,Lança,LANÇA,0,4,0.9,320,1.2,7,Perfuação,Excelente,40,"Tem uma ponta esbelta e aerodinâmica para permitir um bom arremesso. Sua ponta não comporta combate fechado, mas o alcance permite ao atacante garantir a distância."
MELEE-224,Lança de Arremesso,Lança,LANÇA,0,5,0.8,640,1.2,7,Perfuação,Obra-Prima,50,"Tem uma ponta esbelta e aerodinâmica para permitir um bom arremesso. Sua ponta não comporta combate fechado, mas o alcance permite ao atacante garantir a distância."
MELEE-225,Pike,Lanças,LANÇA,0,2,2.5,60,2,9,Perfuração,Comum,10,Este é um modelo bastante simples. Possui uma ponta metálica presa à sua haste. A parte traseira é pontiaguda para permitir apoiar a lança no chão.
MELEE-226,Pike,Lanças,LANÇA,0,3,2.4,120,2,9,Perfuração,Boa,20,Este é um modelo bastante simples. Possui uma ponta metálica presa à sua haste. A parte traseira é pontiaguda para permitir apoiar a lança no chão.
MELEE-227,Pike,Lanças,LANÇA,0,3,2.3,240,2,9,Perfuração,Superior,30,Este é um modelo bastante simples. Possui uma ponta metálica presa à sua haste. A parte traseira é pontiaguda para permitir apoiar a lança no chão.
MELEE-228,Pike,Lanças,LANÇA,0,4,2.2,480,2,9,Perfuração,Excelente,40,Este é um modelo bastante simples. Possui uma ponta metálica presa à sua haste. A parte traseira é pontiaguda para permitir apoiar a lança no chão.
MELEE-229,Pike,Lanças,LANÇA,0,5,2.1,960,2,9,Perfuração,Obra-Prima,50,Este é um modelo bastante simples. Possui uma ponta metálica presa à sua haste. A parte traseira é pontiaguda para permitir apoiar a lança no chão.
MELEE-230,Partisan,Lanças,LANÇA,0,2,2.5,70,2.5,9,Perfuração,Comum,10,"Esta versão de lança tem uma ponta mais longa, pois são utilizadas contra a cavalaria. Há diferenças também no pescoço, mas são paenas visuais e não funcionais."
MELEE-231,Partisan,Lanças,LANÇA,0,3,2.4,140,2.5,9,Perfuração,Boa,20,"Esta versão de lança tem uma ponta mais longa, pois são utilizadas contra a cavalaria. Há diferenças também no pescoço, mas são paenas visuais e não funcionais."
MELEE-232,Partisan,Lanças,LANÇA,0,3,2.3,280,2.5,9,Perfuração,Superior,30,"Esta versão de lança tem uma ponta mais longa, pois são utilizadas contra a cavalaria. Há diferenças também no pescoço, mas são paenas visuais e não funcionais."
MELEE-233,Partisan,Lanças,LANÇA,0,4,2.2,560,2.5,9,Perfuração,Excelente,40,"Esta versão de lança tem uma ponta mais longa, pois são utilizadas contra a cavalaria. Há diferenças também no pescoço, mas são paenas visuais e não funcionais."
MELEE-234,Partisan,Lanças,LANÇA,0,5,2.1,1120,2.5,9,Perfuração,Obra-Prima,50,"Esta versão de lança tem uma ponta mais longa, pois são utilizadas contra a cavalaria. Há diferenças também no pescoço, mas são paenas visuais e não funcionais."
MELEE-235,Tridente,Lanças,LANÇA,0,1,2.5,80,1.5,10,Perfuração,Comum,10,"Possui três pontas, ou dentes, se assim preferir. O dente central é um pouco mais longo. Não é uma arma muito equilibrada, pois a cabeça pesada atrapalha os golpes de ponta."
MELEE-236,Tridente,Lanças,LANÇA,0,2,2.4,160,1.5,10,Perfuração,Boa,20,"Possui três pontas, ou dentes, se assim preferir. O dente central é um pouco mais longo. Não é uma arma muito equilibrada, pois a cabeça pesada atrapalha os golpes de ponta."
MELEE-237,Tridente,Lanças,LANÇA,0,2,2.3,320,1.5,10,Perfuração,Superior,30,"Possui três pontas, ou dentes, se assim preferir. O dente central é um pouco mais longo. Não é uma arma muito equilibrada, pois a cabeça pesada atrapalha os golpes de ponta."
MELEE-238,Tridente,Lanças,LANÇA,0,3,2.2,640,1.5,10,Perfuração,Excelente,40,"Possui três pontas, ou dentes, se assim preferir. O dente central é um pouco mais longo. Não é uma arma muito equilibrada, pois a cabeça pesada atrapalha os golpes de ponta."
MELEE-239,Tridente,Lanças,LANÇA,0,4,2.1,1280,1.5,10,Perfuração,Obra-Prima,50,"Possui três pontas, ou dentes, se assim preferir. O dente central é um pouco mais longo. Não é uma arma muito equilibrada, pois a cabeça pesada atrapalha os golpes de ponta."
MELEE-240,Lança de Duas Pontas,Lanças,LANÇA,0,1,2,100,1.5,8,Perfuração,Comum,10,Outra lança de infantaria. A idéia de usar duas pontas era para evitar que o combatente tivesse que girar a arma para atingir um inimigo em suas costas.
MELEE-241,Lança de Duas Pontas,Lanças,LANÇA,0,2,1.9,200,1.5,8,Perfuração,Boa,20,Outra lança de infantaria. A idéia de usar duas pontas era para evitar que o combatente tivesse que girar a arma para atingir um inimigo em suas costas.
MELEE-242,Lança de Duas Pontas,Lanças,LANÇA,0,2,1.8,400,1.5,8,Perfuração,Superior,30,Outra lança de infantaria. A idéia de usar duas pontas era para evitar que o combatente tivesse que girar a arma para atingir um inimigo em suas costas.
MELEE-243,Lança de Duas Pontas,Lanças,LANÇA,0,3,1.7,800,1.5,8,Perfuração,Excelente,40,Outra lança de infantaria. A idéia de usar duas pontas era para evitar que o combatente tivesse que girar a arma para atingir um inimigo em suas costas.
MELEE-244,Lança de Duas Pontas,Lanças,LANÇA,0,4,1.6,1600,1.5,8,Perfuração,Obra-Prima,50,Outra lança de infantaria. A idéia de usar duas pontas era para evitar que o combatente tivesse que girar a arma para atingir um inimigo em suas costas.
MELEE-245,Lança de Caça,Lanças,LANÇA,0,0,2,50,1.5,8,Perfuração,Comum,10,"Durante uma caçada, pode ser preciso golpear com apenas uma mão. Pensando nisso criou-se a lança de caça, mais leve e mais curta; excelente para a caça de animais de médio porte."
MELEE-246,Lança de Caça,Lanças,LANÇA,0,1,1.9,100,1.5,8,Perfuração,Boa,20,"Durante uma caçada, pode ser preciso golpear com apenas uma mão. Pensando nisso criou-se a lança de caça, mais leve e mais curta; excelente para a caça de animais de médio porte."
MELEE-247,Lança de Caça,Lanças,LANÇA,0,1,1.8,200,1.5,8,Perfuração,Superior,30,"Durante uma caçada, pode ser preciso golpear com apenas uma mão. Pensando nisso criou-se a lança de caça, mais leve e mais curta; excelente para a caça de animais de médio porte."
MELEE-248,Lança de Caça,Lanças,LANÇA,0,2,1.7,400,1.5,8,Perfuração,Excelente,40,"Durante uma caçada, pode ser preciso golpear com apenas uma mão. Pensando nisso criou-se a lança de caça, mais leve e mais curta; excelente para a caça de animais de médio porte."
MELEE-249,Lança de Caça,Lanças,LANÇA,0,3,1.6,800,1.5,8,Perfuração,Obra-Prima,50,"Durante uma caçada, pode ser preciso golpear com apenas uma mão. Pensando nisso criou-se a lança de caça, mais leve e mais curta; excelente para a caça de animais de médio porte."
MELEE-250,Lança de Guerra,Lanças,LANÇA,0,3,3,100,2,10,Perfuração,Comum,10,Esta lança tem função dupla. A lâminalateral possui curvatura reversa para perfurar mais que cortar. O lado oposto à lâmina tem um contra-peso.
MELEE-251,Lança de Guerra,Lanças,LANÇA,0,4,2.9,200,2,10,Perfuração,Boa,20,Esta lança tem função dupla. A lâminalateral possui curvatura reversa para perfurar mais que cortar. O lado oposto à lâmina tem um contra-peso.
MELEE-252,Lança de Guerra,Lanças,LANÇA,0,4,2.8,400,2,10,Perfuração,Superior,30,Esta lança tem função dupla. A lâminalateral possui curvatura reversa para perfurar mais que cortar. O lado oposto à lâmina tem um contra-peso.
MELEE-253,Lança de Guerra,Lanças,LANÇA,0,5,2.7,800,2,10,Perfuração,Excelente,40,Esta lança tem função dupla. A lâminalateral possui curvatura reversa para perfurar mais que cortar. O lado oposto à lâmina tem um contra-peso.
MELEE-254,Lança de Guerra,Lanças,LANÇA,0,6,2.6,1600,2,10,Perfuração,Obra-Prima,50,Esta lança tem função dupla. A lâminalateral possui curvatura reversa para perfurar mais que cortar. O lado oposto à lâmina tem um contra-peso.
MELEE-255,Mata-Dragão,Lanças,LANÇA,0,4,4,150,2.5,13,Perfuração,Comum,10,"A mata-dragão possui um cabo extremamente resistente, pois em geral é utilizada em choques de cavalaria. A pequena guarda, muito recuada, serve para desviar golpes de lança inimigo."
MELEE-256,Mata-Dragão,Lanças,LANÇA,0,5,3.9,300,2.5,13,Perfuração,Boa,20,"A mata-dragão possui um cabo extremamente resistente, pois em geral é utilizada em choques de cavalaria. A pequena guarda, muito recuada, serve para desviar golpes de lança inimigo."
MELEE-257,Mata-Dragão,Lanças,LANÇA,0,5,3.8,600,2.5,13,Perfuração,Superior,30,"A mata-dragão possui um cabo extremamente resistente, pois em geral é utilizada em choques de cavalaria. A pequena guarda, muito recuada, serve para desviar golpes de lança inimigo."
MELEE-258,Mata-Dragão,Lanças,LANÇA,0,6,3.7,1200,2.5,13,Perfuração,Excelente,40,"A mata-dragão possui um cabo extremamente resistente, pois em geral é utilizada em choques de cavalaria. A pequena guarda, muito recuada, serve para desviar golpes de lança inimigo."
MELEE-259,Mata-Dragão,Lanças,LANÇA,0,7,3.6,2400,2.5,13,Perfuração,Obra-Prima,50,"A mata-dragão possui um cabo extremamente resistente, pois em geral é utilizada em choques de cavalaria. A pequena guarda, muito recuada, serve para desviar golpes de lança inimigo."
MELEE-260,Dragonlance,Lanças,LANÇA,0,5,7.5,200,4,14,Perfuração,Comum,10,"É uma lança de grande porte, longa e pesada. A ponta permite atravessar um cavalo lateralmente. Claramente, é uma arma extremamente mortal."
MELEE-261,Dragonlance,Lanças,LANÇA,0,6,7.4,400,4,14,Perfuração,Boa,20,"É uma lança de grande porte, longa e pesada. A ponta permite atravessar um cavalo lateralmente. Claramente, é uma arma extremamente mortal."
MELEE-262,Dragonlance,Lanças,LANÇA,0,6,7.3,800,4,14,Perfuração,Superior,30,"É uma lança de grande porte, longa e pesada. A ponta permite atravessar um cavalo lateralmente. Claramente, é uma arma extremamente mortal."
MELEE-263,Dragonlance,Lanças,LANÇA,0,7,7.2,1600,4,14,Perfuração,Excelente,40,"É uma lança de grande porte, longa e pesada. A ponta permite atravessar um cavalo lateralmente. Claramente, é uma arma extremamente mortal."
MELEE-264,Dragonlance,Lanças,LANÇA,0,8,7.1,3200,4,14,Perfuração,Obra-Prima,50,"É uma lança de grande porte, longa e pesada. A ponta permite atravessar um cavalo lateralmente. Claramente, é uma arma extremamente mortal."
MELEE-265,Machado de Mão,Machados,MACHADO/MAÇA,2,0,3,80,0.6,10,Corte,Comum,10,"Machado construído para uso com uma só mão. Afiado, um golpe certeiro pode até matar uma pessoa. Seu cabo é feito em madeira resistente.
"
MELEE-266,Machado de Mão,Machados,MACHADO/MAÇA,3,0,2.9,160,0.6,10,Corte,Boa,20,"Machado construído para uso com uma só mão. Afiado, um golpe certeiro pode até matar uma pessoa. Seu cabo é feito em madeira resistente.
"
MELEE-267,Machado de Mão,Machados,MACHADO/MAÇA,3,0,2.8,320,0.6,10,Corte,Superior,30,"Machado construído para uso com uma só mão. Afiado, um golpe certeiro pode até matar uma pessoa. Seu cabo é feito em madeira resistente.
"
MELEE-268,Machado de Mão,Machados,MACHADO/MAÇA,4,0,2.7,640,0.6,10,Corte,Excelente,40,"Machado construído para uso com uma só mão. Afiado, um golpe certeiro pode até matar uma pessoa. Seu cabo é feito em madeira resistente.
"
MELEE-269,Machado de Mão,Machados,MACHADO/MAÇA,5,0,2.6,1280,0.6,10,Corte,Obra-Prima,50,"Machado construído para uso com uma só mão. Afiado, um golpe certeiro pode até matar uma pessoa. Seu cabo é feito em madeira resistente.
"
MELEE-270,Machado Sinuoso,Machados,MACHADO/MAÇA,3,0,4,230,0.6,10,Corte,Comum,10,"A lâmina deste machado é curva. Muitos modelos também são assim, mas a curvatura deste é calculada de forma a permitir uma boa recuperação do golpe. Seu desenho permite que a caça seja presa na parte de baixo da lâmina e arrastada.
"
MELEE-271,Machado Sinuoso,Machados,MACHADO/MAÇA,4,0,3.9,460,0.6,10,Corte,Boa,20,"A lâmina deste machado é curva. Muitos modelos também são assim, mas a curvatura deste é calculada de forma a permitir uma boa recuperação do golpe. Seu desenho permite que a caça seja presa na parte de baixo da lâmina e arrastada.
"
MELEE-272,Machado Sinuoso,Machados,MACHADO/MAÇA,4,0,3.8,920,0.6,10,Corte,Superior,30,"A lâmina deste machado é curva. Muitos modelos também são assim, mas a curvatura deste é calculada de forma a permitir uma boa recuperação do golpe. Seu desenho permite que a caça seja presa na parte de baixo da lâmina e arrastada.
"
MELEE-273,Machado Sinuoso,Machados,MACHADO/MAÇA,5,0,3.7,1840,0.6,10,Corte,Excelente,40,"A lâmina deste machado é curva. Muitos modelos também são assim, mas a curvatura deste é calculada de forma a permitir uma boa recuperação do golpe. Seu desenho permite que a caça seja presa na parte de baixo da lâmina e arrastada.
"
MELEE-274,Machado Sinuoso,Machados,MACHADO/MAÇA,6,0,3.6,3680,0.6,10,Corte,Obra-Prima,50,"A lâmina deste machado é curva. Muitos modelos também são assim, mas a curvatura deste é calculada de forma a permitir uma boa recuperação do golpe. Seu desenho permite que a caça seja presa na parte de baixo da lâmina e arrastada.
"
MELEE-275,Machado Militar,Machados,MACHADO/MAÇA,4,0,4,150,0.6,11,Corte,Comum,10,Possui lâmina levemente recurvada. O peso concentrado na ponta garante um bom estrago se usado em movimentos largos.
MELEE-276,Machado Militar,Machados,MACHADO/MAÇA,5,0,3.9,300,0.6,11,Corte,Boa,20,Possui lâmina levemente recurvada. O peso concentrado na ponta garante um bom estrago se usado em movimentos largos.
MELEE-277,Machado Militar,Machados,MACHADO/MAÇA,5,0,3.8,600,0.6,11,Corte,Superior,30,Possui lâmina levemente recurvada. O peso concentrado na ponta garante um bom estrago se usado em movimentos largos.
MELEE-278,Machado Militar,Machados,MACHADO/MAÇA,6,0,3.7,1200,0.6,11,Corte,Excelente,40,Possui lâmina levemente recurvada. O peso concentrado na ponta garante um bom estrago se usado em movimentos largos.
MELEE-279,Machado Militar,Machados,MACHADO/MAÇA,7,0,3.6,2400,0.6,11,Corte,Obra-Prima,50,Possui lâmina levemente recurvada. O peso concentrado na ponta garante um bom estrago se usado em movimentos largos.
MELEE-280,Machadinha,Machados,MACHADO/MAÇA,0,0,1.2,70,0.45,7,Corte,Comum,10,"Possui lâmina curva e dimensões reduzidas, o que permite ser utilizada como arma secundária de ataque. O arremesso tem bol alcance. Também pode ser utilizado como untensílio ou ferramenta."
MELEE-281,Machadinha,Machados,MACHADO/MAÇA,1,0,1.1,140,0.45,7,Corte,Boa,20,"Possui lâmina curva e dimensões reduzidas, o que permite ser utilizada como arma secundária de ataque. O arremesso tem bol alcance. Também pode ser utilizado como untensílio ou ferramenta."
MELEE-282,Machadinha,Machados,MACHADO/MAÇA,1,0,1,280,0.45,7,Corte,Superior,30,"Possui lâmina curva e dimensões reduzidas, o que permite ser utilizada como arma secundária de ataque. O arremesso tem bol alcance. Também pode ser utilizado como untensílio ou ferramenta."
MELEE-283,Machadinha,Machados,MACHADO/MAÇA,2,0,0.9,560,0.45,7,Corte,Excelente,40,"Possui lâmina curva e dimensões reduzidas, o que permite ser utilizada como arma secundária de ataque. O arremesso tem bol alcance. Também pode ser utilizado como untensílio ou ferramenta."
MELEE-284,Machadinha,Machados,MACHADO/MAÇA,3,0,0.8,1120,0.45,7,Corte,Obra-Prima,50,"Possui lâmina curva e dimensões reduzidas, o que permite ser utilizada como arma secundária de ataque. O arremesso tem bol alcance. Também pode ser utilizado como untensílio ou ferramenta."
MELEE-285,Machado de Arremesso,Machados,MACHADO/MAÇA,2,0,2,200,0.55,10,Corte,Comum,10,"Não é um item comum. Seu peso é balanceado para arremesso. Usada para combate a curta distância, leva desvantagem contra equivalentes de mesmo peso."
MELEE-286,Machado de Arremesso,Machados,MACHADO/MAÇA,3,0,1.9,400,0.55,10,Corte,Boa,20,"Não é um item comum. Seu peso é balanceado para arremesso. Usada para combate a curta distância, leva desvantagem contra equivalentes de mesmo peso."
MELEE-287,Machado de Arremesso,Machados,MACHADO/MAÇA,3,0,1.8,800,0.55,10,Corte,Superior,30,"Não é um item comum. Seu peso é balanceado para arremesso. Usada para combate a curta distância, leva desvantagem contra equivalentes de mesmo peso."
MELEE-288,Machado de Arremesso,Machados,MACHADO/MAÇA,4,0,1.7,1600,0.55,10,Corte,Excelente,40,"Não é um item comum. Seu peso é balanceado para arremesso. Usada para combate a curta distância, leva desvantagem contra equivalentes de mesmo peso."
MELEE-289,Machado de Arremesso,Machados,MACHADO/MAÇA,5,0,1.6,3200,0.55,10,Corte,Obra-Prima,50,"Não é um item comum. Seu peso é balanceado para arremesso. Usada para combate a curta distância, leva desvantagem contra equivalentes de mesmo peso."
MELEE-290,Machado de Lenhador,Machados,MACHADO/MAÇA DE DUAS MÃOS,2,0,5,60,1,14,Corte,Comum,10,"Originalmente, foi concebido para corte de árvores. Seu desenho confere uma melhor utilização se golpeado lateralmente, mas outras possibilidades são válidas. Costuma ser muito pesado.
"
MELEE-291,Machado de Lenhador,Machados,MACHADO/MAÇA DE DUAS MÃOS,3,0,4.9,120,1,14,Corte,Boa,20,"Originalmente, foi concebido para corte de árvores. Seu desenho confere uma melhor utilização se golpeado lateralmente, mas outras possibilidades são válidas. Costuma ser muito pesado.
"
MELEE-292,Machado de Lenhador,Machados,MACHADO/MAÇA DE DUAS MÃOS,3,0,4.8,240,1,14,Corte,Superior,30,"Originalmente, foi concebido para corte de árvores. Seu desenho confere uma melhor utilização se golpeado lateralmente, mas outras possibilidades são válidas. Costuma ser muito pesado.
"
MELEE-293,Machado de Lenhador,Machados,MACHADO/MAÇA DE DUAS MÃOS,4,0,4.7,480,1,14,Corte,Excelente,40,"Originalmente, foi concebido para corte de árvores. Seu desenho confere uma melhor utilização se golpeado lateralmente, mas outras possibilidades são válidas. Costuma ser muito pesado.
"
MELEE-294,Machado de Lenhador,Machados,MACHADO/MAÇA DE DUAS MÃOS,5,0,4.6,960,1,14,Corte,Obra-Prima,50,"Originalmente, foi concebido para corte de árvores. Seu desenho confere uma melhor utilização se golpeado lateralmente, mas outras possibilidades são válidas. Costuma ser muito pesado.
"
MELEE-295,Machado de Batalha Curvo,Machados,MACHADO/MAÇA DE DUAS MÃOS,3,0,5,320,1.3,12,Corte,Comum,10,"Possui lâmina recurvada, o que permite um melhor golpe em oponentes pequenos. Tem cabo mais comprido que a versão de mão e a cabeça também é mais pesada."
MELEE-296,Machado de Batalha Curvo,Machados,MACHADO/MAÇA DE DUAS MÃOS,4,0,4.9,640,1.3,12,Corte,Boa,20,"Possui lâmina recurvada, o que permite um melhor golpe em oponentes pequenos. Tem cabo mais comprido que a versão de mão e a cabeça também é mais pesada."
MELEE-297,Machado de Batalha Curvo,Machados,MACHADO/MAÇA DE DUAS MÃOS,4,0,4.8,1280,1.3,12,Corte,Superior,30,"Possui lâmina recurvada, o que permite um melhor golpe em oponentes pequenos. Tem cabo mais comprido que a versão de mão e a cabeça também é mais pesada."
MELEE-298,Machado de Batalha Curvo,Machados,MACHADO/MAÇA DE DUAS MÃOS,5,0,4.7,2560,1.3,12,Corte,Excelente,40,"Possui lâmina recurvada, o que permite um melhor golpe em oponentes pequenos. Tem cabo mais comprido que a versão de mão e a cabeça também é mais pesada."
MELEE-299,Machado de Batalha Curvo,Machados,MACHADO/MAÇA DE DUAS MÃOS,6,0,4.6,5120,1.3,12,Corte,Obra-Prima,50,"Possui lâmina recurvada, o que permite um melhor golpe em oponentes pequenos. Tem cabo mais comprido que a versão de mão e a cabeça também é mais pesada."
MELEE-300,Machado de Batalha Reto,Machados,MACHADO/MAÇA DE DUAS MÃOS,4,0,6,320,1.3,13,Corte,Comum,10,"Possui lâmina reta, o que permite um melhor golpe em oponentes grandes. Tem cabo tão comprido quanto a versão curva, mas a cabeça é ainda mais pesada."
MELEE-301,Machado de Batalha Reto,Machados,MACHADO/MAÇA DE DUAS MÃOS,5,0,5.9,640,1.3,13,Corte,Boa,20,"Possui lâmina reta, o que permite um melhor golpe em oponentes grandes. Tem cabo tão comprido quanto a versão curva, mas a cabeça é ainda mais pesada."
MELEE-302,Machado de Batalha Reto,Machados,MACHADO/MAÇA DE DUAS MÃOS,5,0,5.8,1280,1.3,13,Corte,Superior,30,"Possui lâmina reta, o que permite um melhor golpe em oponentes grandes. Tem cabo tão comprido quanto a versão curva, mas a cabeça é ainda mais pesada."
MELEE-303,Machado de Batalha Reto,Machados,MACHADO/MAÇA DE DUAS MÃOS,6,0,5.7,2560,1.3,13,Corte,Excelente,40,"Possui lâmina reta, o que permite um melhor golpe em oponentes grandes. Tem cabo tão comprido quanto a versão curva, mas a cabeça é ainda mais pesada."
MELEE-304,Machado de Batalha Reto,Machados,MACHADO/MAÇA DE DUAS MÃOS,7,0,5.6,5120,1.3,13,Corte,Obra-Prima,50,"Possui lâmina reta, o que permite um melhor golpe em oponentes grandes. Tem cabo tão comprido quanto a versão curva, mas a cabeça é ainda mais pesada."
MELEE-305,Clava,Maças,MACHADO/MAÇA,1,0,1.5,25,0.7,7,Contusão,Comum,10,"Arma feita geralmente em pedra e presa ao cabo por cordas. Extremamente fácil de se fazer, pode ser encontrada em praticamente qualquer civilização."
MELEE-306,Clava,Maças,MACHADO/MAÇA,2,0,1.4,50,0.7,7,Contusão,Boa,20,"Arma feita geralmente em pedra e presa ao cabo por cordas. Extremamente fácil de se fazer, pode ser encontrada em praticamente qualquer civilização."
MELEE-307,Clava,Maças,MACHADO/MAÇA,2,0,1.3,100,0.7,7,Contusão,Superior,30,"Arma feita geralmente em pedra e presa ao cabo por cordas. Extremamente fácil de se fazer, pode ser encontrada em praticamente qualquer civilização."
MELEE-308,Clava,Maças,MACHADO/MAÇA,3,0,1.2,200,0.7,7,Contusão,Excelente,40,"Arma feita geralmente em pedra e presa ao cabo por cordas. Extremamente fácil de se fazer, pode ser encontrada em praticamente qualquer civilização."
MELEE-309,Clava,Maças,MACHADO/MAÇA,4,0,1.1,400,0.7,7,Contusão,Obra-Prima,50,"Arma feita geralmente em pedra e presa ao cabo por cordas. Extremamente fácil de se fazer, pode ser encontrada em praticamente qualquer civilização."
MELEE-310,Maça de Exército,Maças,MACHADO/MAÇA,2,0,1.5,50,0.8,7,Contusão,Comum,10,Este é o modelo mais simples. confere com a descrição básica: ser feita a baixo custo e grandes quantidades.
MELEE-311,Maça de Exército,Maças,MACHADO/MAÇA,3,0,1.4,100,0.8,7,Contusão,Boa,20,Este é o modelo mais simples. confere com a descrição básica: ser feita a baixo custo e grandes quantidades.
MELEE-312,Maça de Exército,Maças,MACHADO/MAÇA,3,0,1.3,200,0.8,7,Contusão,Superior,30,Este é o modelo mais simples. confere com a descrição básica: ser feita a baixo custo e grandes quantidades.
MELEE-313,Maça de Exército,Maças,MACHADO/MAÇA,4,0,1.2,400,0.8,7,Contusão,Excelente,40,Este é o modelo mais simples. confere com a descrição básica: ser feita a baixo custo e grandes quantidades.
MELEE-314,Maça de Exército,Maças,MACHADO/MAÇA,5,0,1.1,800,0.8,7,Contusão,Obra-Prima,50,Este é o modelo mais simples. confere com a descrição básica: ser feita a baixo custo e grandes quantidades.
MELEE-315,Maça de Guerra,Maças,MACHADO/MAÇA,3,0,3,75,0.9,8,Contusão,Comum,10,"Versão mais alongada, só é utilizada por combatentes mais experientes. Produz um dano maior, mas é mais pesada e mais cara."
MELEE-316,Maça de Guerra,Maças,MACHADO/MAÇA,4,0,2.9,150,0.9,8,Contusão,Boa,20,"Versão mais alongada, só é utilizada por combatentes mais experientes. Produz um dano maior, mas é mais pesada e mais cara."
